soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,pesticide_usage_ml,total_days,yield_kg_per_hectare,latitude,longitude,NDVI_index,crop_disease_status,sowing_month,harvest_month,days_to_harvest,fertilizer_type_Inorganic,fertilizer_type_Mixed,fertilizer_type_Organic,region_East Africa,region_North India,region_South India,region_South USA,crop_type_Maize,crop_type_Rice,crop_type_Soybean,crop_type_Wheat,irrigation_type_Manual,irrigation_type_Sprinkler,irrigation_type_Unknown
0.07581849511774846,0.18090452261306567,0.599798387096774,0.677800554684674,0.23166566204540884,0.11853088480801333,0.594787257741145,0.43333333333333335,4629.49,0.5230882151817284,0.9350198378920767,0.2,2,3,6,116,False,True,False,False,True,False,False,False,False,True,False,False,True,False
0.39316484778862737,0.6683417085427137,0.30241935483870974,0.31701434945134455,0.7506530038175608,0.07178631051752926,0.9997772332368011,0.5666666666666664,2852.62,0.13240712922876174,0.34849778788977304,0.06666666666666671,1,1,5,124,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.15393452039058014,0.8341708542713566,0.709173387096774,0.6139716226536437,0.9871408479003415,0.652754590984975,0.8179995544664738,0.10000000000000009,5755.72,0.2645365261432706,0.8899629378906737,0.75,1,2,5,96,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.603388856978748,0.7185929648241207,0.205141129032258,0.6366413441054707,0.2605987542696405,0.4874791318864775,0.6346625083537536,0.0,3334.23,0.6375228167285417,0.2613216181951823,0.7333333333333332,3,2,5,90,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.10798391728891443,0.9447236180904519,0.6965725806451613,0.1490815547248684,0.03154510749447459,0.36894824707846396,0.12675428826019158,0.9500000000000002,5732.35,0.8995721633189321,0.2093698740429044,0.25000000000000006,0,2,7,147,True,False,False,True,False,False,False,False,False,False,True,False,True,False
0.8839747271682942,0.40201005025125625,0.6255040322580645,0.15462840146308138,0.9294755877034356,0.8647746243739565,0.02383604366228559,0.8333333333333335,5723.26,0.2668784537376516,0.7874806477907943,0.10000000000000003,0,3,7,140,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0.19615163699023552,0.9195979899497488,0.35231854838709675,0.823827324249367,0.8708057062487441,0.22203672787979967,0.3279126754288261,0.2833333333333332,3404.58,0.399871955674291,0.9815286793231288,0.5333333333333332,0,1,5,107,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.17489948305571518,0.9648241206030148,0.267641129032258,0.10824390047831506,0.43198714084790024,0.7278797996661102,0.6065938961906884,0.3999999999999999,5598.02,0.25478426641034846,0.7087807957988939,0.0,1,3,6,114,True,False,False,False,True,False,False,True,False,False,False,True,False,False
0.06576680068925905,0.6633165829145731,0.33266129032258074,0.31476345512279436,0.8472975688165564,0.7195325542570952,0.308977500556917,0.41666666666666674,4788.83,0.1272336692438346,0.4200358704338303,0.9333333333333331,1,2,6,115,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.297817346352671,0.5477386934673367,0.0005040322580645018,0.2876321395554485,0.4271649588105285,0.5792988313856429,0.44174649142347966,0.5333333333333332,3892.74,0.9605349067520864,0.7359952092642259,0.6666666666666665,2,3,7,122,True,False,False,True,False,False,False,False,False,True,False,True,False,False
0.3322802986789203,0.8190954773869343,0.757056451612903,0.6753888821897988,0.22101667671287928,0.1969949916527547,0.24437513922922702,0.8999999999999999,5073.96,0.41464797939632214,0.629649637390171,0.2,3,2,7,144,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0.24066628374497423,0.6532663316582914,0.005544354838709631,0.7539290164395677,0.7689371107092627,0.10517529215358923,0.17509467587435953,0.4833333333333334,2200.87,0.9181343867276547,0.12052701097743412,0.13333333333333336,3,3,7,119,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.5939115450890294,0.949748743718593,0.898689516129032,0.6149362916515938,0.7179023508137431,0.5041736227045075,0.7442637558476276,0.2666666666666666,5007.11,0.2773936465800452,0.7777673408812791,0.4833333333333332,1,2,5,106,False,False,True,True,False,False,False,False,False,True,False,False,False,True
0.07323377369327977,0.2814070351758797,0.27368951612903225,0.32059166365207614,0.5380751456700824,0.13689482470784642,0.694586767654266,0.06666666666666665,3659.47,0.5429346853029041,0.4153571922122503,0.2,3,3,6,94,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.9462952326249284,0.015075376884422287,0.8876008064516128,0.5777965352305158,0.4745830821780189,0.9432387312186978,0.8545333036310983,0.7833333333333332,4938.54,0.4885035557102917,0.2723171278818022,0.4833333333333332,3,2,7,137,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0.7234348075818496,0.8391959798994972,0.926915322580645,0.9848064632822866,0.5320474181233673,0.9065108514190316,0.6431276453553131,0.4833333333333334,2726.92,0.37927872713803035,0.21095585393062644,0.3333333333333333,3,1,5,119,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.2489948305571511,0.07537688442211055,0.019657258064516125,0.5413400860163191,1.0,0.348914858096828,0.0392069503230118,0.19999999999999996,5356.92,0.152351047879978,0.12539620706713617,0.6666666666666665,1,1,4,102,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.766226306720276,0.16582914572864338,0.6118951612903225,0.7508742312793923,0.11050833835643958,0.8196994991652755,0.578970817554021,0.7166666666666668,5632.1,0.396845245969058,0.715018966667134,0.08333333333333331,1,2,7,133,False,False,True,False,False,False,True,True,False,False,False,True,False,False
0.8500861573808157,0.5979899497487438,0.12197580645161299,0.9879416375256242,0.7815953385573639,0.345575959933222,0.3704611271998218,0.34999999999999987,2050.61,0.8229087961831566,0.10468498709185114,0.9666666666666666,3,3,7,111,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.17231476163124648,0.5175879396984926,0.6557459677419355,0.6182322440612565,0.9192284508740206,0.7746243739565943,0.8266874582312319,0.33333333333333326,5406.85,0.9353018630365316,0.2783185158332615,0.4499999999999999,3,3,6,110,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0.6671453187823091,0.3316582914572863,0.4984879032258065,0.32589734314080154,0.4852320675105485,0.353923205342237,0.27912675428826017,0.9333333333333331,3105.07,0.5169271379662997,0.1903229440593477,0.23333333333333334,3,3,8,146,True,False,False,True,False,False,False,False,False,True,False,True,False,False
0.7576105686387135,0.6884422110552761,0.6512096774193548,0.4925439125366776,0.7920433996383366,0.09181969949916524,0.6923591000222767,0.6166666666666667,3476.08,0.42572083886769463,0.7459832524529495,0.3333333333333333,3,2,6,127,True,False,False,False,False,False,True,False,False,True,False,False,True,False
0.2481332567489949,0.11557788944723635,0.19405241935483875,0.11945817757948474,0.533654812135825,0.7612687813021703,0.21586099353976387,0.7666666666666666,4358.35,0.5971635511429424,0.9808887295537532,0.8333333333333333,2,2,6,136,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0.1757610568638714,0.010050251256281673,0.538306451612903,0.2749708589573536,0.9740807715491259,0.5525876460767947,0.8694586767654267,0.9166666666666665,2049.06,0.4696539111852336,0.4400865116353594,0.1833333333333333,0,2,6,145,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0.10999425617461234,0.06030150753768826,0.49546370967741926,0.5791631496442784,0.6849507735583683,0.15025041736227052,0.9953218979728224,0.7999999999999998,3664.7,0.7762289885114829,0.3799111550840486,0.9166666666666665,2,1,6,138,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.30241240666283753,0.6180904522613067,0.614415322580645,0.7429961011294668,0.9473578460920232,0.20701168614357268,0.6609489864112275,0.18333333333333335,4207.97,0.002508278721052526,0.45013554057004157,0.5999999999999999,2,1,4,101,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0.28489373923032746,0.2814070351758797,0.866431451612903,0.07082278226616828,0.22985734378139455,0.26377295492487474,0.11383381599465361,0.1499999999999999,5633.65,0.07130489907471144,0.1651539564627864,0.3,2,1,4,99,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0.466398621481907,0.30150753768844263,0.4057459677419355,0.2728807427951285,0.5378742214185251,0.43739565943238734,0.7351303185564714,0.016666666666666607,2365.31,0.8365488679155241,0.575006509151867,0.95,2,3,6,91,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0.7624928202182656,0.170854271356784,0.5231854838709675,0.4437075445154549,0.2748643761301989,0.996661101836394,0.8151035865448876,0.3666666666666667,3633.39,0.6705730021610034,0.8579383112656394,0.3333333333333333,3,1,5,112,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0.8130384836300978,0.5477386934673367,0.45866935483870974,0.3153663732465132,0.32007233273056046,0.969949916527546,0.8257963911784362,0.9166666666666665,4170.37,0.054083493772422386,0.5181668926510672,0.6166666666666667,3,1,6,145,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.1998851234922459,0.5477386934673367,0.934979838709677,0.4395675067325858,0.696805304400241,0.12020033388981644,0.15771886834484297,0.5833333333333335,3631.96,0.9929895111110542,0.913212827235093,0.4666666666666666,0,3,7,125,False,True,False,False,False,False,True,False,False,False,True,False,True,False
0.9327972429638142,0.28643216080402034,0.711189516129032,0.4168173961975965,0.48000803697006245,0.47078464106844753,0.14390732902650924,0.5333333333333332,4985.17,0.8646427106097349,0.2756338912510987,0.7833333333333332,3,1,5,122,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0.26392877656519254,0.0,0.7318548387096773,0.8408698098798186,0.5780590717299577,0.659432387312187,0.5388728001782134,0.5833333333333335,5051.49,0.45558877328875746,0.321227946492769,0.1833333333333333,1,2,6,125,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0.23004020677771408,0.7738693467336684,0.04385080645161288,0.7476586679528922,0.703837653204742,0.8113522537562603,0.7932724437513923,0.5166666666666666,5859.3,0.5025780220815007,0.5900089525873375,0.8666666666666665,3,3,7,121,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0.9106835152211373,0.010050251256281673,0.14516129032258063,0.8744724466417464,0.9698613622664255,0.07345575959933226,0.623746936957006,0.08333333333333326,5407.06,0.8599537307653259,0.37954198603236167,0.3166666666666666,3,2,5,95,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.616025272831706,0.23115577889447225,0.6900201612903225,0.28807427951284226,0.22382961623467945,0.08848080133555924,0.7046112719982179,0.16666666666666674,4776.0,0.04586290553241812,0.7962619442936769,0.3,2,1,4,100,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0.2409534750143596,0.4070351758793973,0.6875,0.1802323244503397,0.1711874623267029,0.6093489148580968,0.6836711962575185,0.1499999999999999,2928.75,0.25403838879545304,0.2546837353318767,0.016666666666666663,3,2,5,99,False,True,False,False,False,False,True,False,True,False,False,False,False,True
0.15422171165996557,0.437185929648241,0.3482862903225805,0.589734314080148,0.6373317259393209,0.42404006677796335,0.8462909333927379,0.8999999999999999,3932.83,0.3815411825335081,0.3584620977093791,0.3,2,1,6,144,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0.2713957495692131,0.5628140703517586,0.691532258064516,0.7476184734113108,0.04460518384569023,0.6060100166944908,0.7765649365114725,0.8500000000000001,3409.28,0.621285865783347,0.677716269074319,0.7166666666666666,1,1,6,141,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0.3058587018954624,0.437185929648241,0.584173387096774,0.7352385546042849,0.08599557966646576,0.2938230383973288,0.20026732011583873,0.5499999999999998,4007.18,0.8310578794623341,0.2563294492055834,0.8166666666666667,3,3,7,123,False,False,True,False,True,False,False,False,False,False,True,False,False,True
0.8038483630097647,0.46733668341708556,0.07610887096774199,0.7571445797660679,0.22202129797066517,0.6761268781302172,0.3655602584094454,0.2666666666666666,4146.29,0.3687509228383803,0.749063733609455,0.26666666666666666,3,2,5,106,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0.6737507179781735,0.46733668341708556,0.6244959677419355,0.9470637887374898,0.3248945147679324,0.6093489148580968,0.8246825573624416,0.6833333333333331,3633.18,0.0452181597938095,0.036262084490794155,1.0,0,3,7,131,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.8871338311315337,0.1306532663316582,0.457157258064516,0.6730575987780861,0.7420132610006028,0.9465776293823038,0.742927155268434,0.6833333333333331,2396.09,0.6160421419651326,0.939372758097885,0.28333333333333327,2,1,5,131,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0.4422745548535325,0.23115577889447225,0.36542338709677424,0.9850074359901928,0.36447659232469365,0.9015025041736227,0.3980842058364893,1.0,5392.13,0.09158692488952364,0.21140198118554654,0.6333333333333333,0,1,6,150,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0.24009190120620338,0.12060301507537696,0.5690524193548385,0.06825033160496807,0.7641149286718908,0.20534223706176968,0.32835820895522383,0.9500000000000002,4383.93,0.8590167995820844,0.14388925829716603,0.13333333333333336,2,1,6,147,False,False,True,False,True,False,False,True,False,False,False,False,True,False
0.6599655370476739,0.0201005025125629,0.015120967741935498,0.7931588890228709,0.23447860156720923,0.32220367278798,0.051459122298953,0.5499999999999998,2454.6,0.4765091390226194,0.7781100226919047,0.5166666666666666,0,3,7,123,True,False,False,False,False,True,False,False,False,False,True,False,True,False
0.21797817346352677,0.613065326633166,0.7328629032258063,0.9124964829776119,0.6574241510950373,0.3005008347245408,1.0,0.7166666666666668,2431.85,0.07338767123156048,0.07990179191943847,0.5999999999999999,0,2,6,133,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0.622917863296956,0.5829145728643215,0.7177419354838708,0.38208931227139364,0.595539481615431,0.2938230383973288,0.7939407440409891,0.6833333333333331,4603.67,0.4302911509047741,0.8883389545701257,0.4166666666666667,3,1,6,131,False,False,True,False,False,True,False,True,False,False,False,False,False,True
0.7288914417001725,0.3115577889447234,0.3150201612903225,0.25543631174886455,0.9533855736387383,0.686143572621035,0.09044330585876587,0.44999999999999996,2386.26,0.3728158157122584,0.1292961904437644,0.06666666666666671,2,1,4,117,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.35094773118897193,0.6633165829145731,0.7565524193548387,0.8716186341894772,0.7197106690777576,0.968280467445743,0.10269547783470706,0.1499999999999999,4626.95,0.8478753978414312,0.3496044939184495,0.5499999999999998,0,3,6,99,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0.2228604250430788,0.4271356783919602,0.565524193548387,0.7704891675710441,0.6200522403054051,0.6744574290484142,0.9302740031187349,0.016666666666666607,2721.66,0.7629329092894314,0.9218325465604642,0.35000000000000003,1,3,6,91,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.6562320505456635,0.06532663316582887,0.7469758064516128,0.975843080509667,0.08760297367892311,0.5292153589315525,0.453553129873023,0.31666666666666665,4886.38,0.9420935931875393,0.5960607614305711,0.8833333333333331,1,1,4,109,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0.04537622056289492,0.07537688442211055,0.44657258064516125,0.4253788335544034,0.6051838456901747,0.41402337228714536,0.11294274894185788,0.30000000000000004,4712.87,0.48690538380307746,0.6670693995758037,0.04999999999999999,3,2,5,108,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0.00315910396323954,0.29648241206030157,0.21270161290322576,0.13722416495839868,0.25215993570423956,0.3272120200333889,0.7478280240588104,0.3999999999999999,4130.33,0.5005473772813126,0.833525086271298,0.7999999999999998,0,1,4,114,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.43394600804135564,0.4572864321608039,0.0786290322580645,0.3139193697495881,0.42656218605585694,0.40400667779632715,0.11427934952105145,0.16666666666666674,5205.29,0.460345414602258,0.6895785474376974,0.36666666666666664,3,1,4,100,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.4333716255025848,0.39698492462311563,0.079133064516129,0.8740705012259338,0.744625276270846,0.22036727879799667,0.5105814212519493,0.5333333333333332,2775.61,0.34952309474111043,0.7274007754903402,0.8166666666666667,1,1,5,122,False,False,True,False,True,False,False,False,True,False,False,False,True,False
0.14273406088454915,0.19095477386934645,0.6073588709677418,0.7632139555448373,0.6540084388185655,0.1752921535893155,0.7551793272443753,0.7166666666666668,5696.62,0.8648628706207017,0.6270980498581005,0.14999999999999997,0,3,7,133,True,False,False,False,False,True,False,False,False,False,True,False,False,True
0.6300976450315912,0.7939698492462313,0.5962701612903223,0.35298846416656626,0.06992163954189279,0.4607679465776293,0.36845622633103137,0.6833333333333331,5457.0,0.6153977565538741,0.5067792816700281,0.4666666666666666,0,2,6,131,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.6504882251579553,0.316582914572864,0.47933467741935476,0.15093050363760602,0.05746433594534872,0.10183639398998334,0.08331476943640007,0.033333333333333215,2990.97,0.991717275310274,0.5238039683795415,0.6166666666666667,2,3,6,92,False,True,False,False,False,False,True,False,False,True,False,True,False,False
0.3848363009764504,0.7738693467336684,0.6844758064516128,0.05193134772297925,0.6290938316254774,0.333889816360601,0.5582535085765205,0.2666666666666666,4894.93,0.965117109591722,0.6025469309849654,0.14999999999999997,0,2,5,106,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.9170017231476165,0.30653266331658324,0.661290322580645,0.6646569395876042,0.12497488446855542,0.7078464106844742,0.5591445756293161,0.34999999999999987,5252.74,0.7033000940694604,0.9474396501481084,1.0,0,3,7,111,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.35898908673176344,0.3618090452261309,0.18195564516129026,0.21455846296072995,0.9473578460920232,0.4858096828046745,0.15415460013366009,0.8333333333333335,2404.56,0.8357093452259511,0.8839238969991805,0.03333333333333338,2,2,7,140,False,False,True,False,False,False,True,False,False,True,False,False,True,False
0.5956346927053419,0.1507537688442211,0.18245967741935487,0.6955263475220067,0.6230661040787623,0.9031719532554257,0.41078191133882824,0.25,5878.35,0.2850171323644104,0.7485879646783382,0.4499999999999999,1,3,7,105,False,False,True,True,False,False,False,False,True,False,False,False,False,True
0.904078116025273,0.19095477386934645,0.6839717741935483,0.5724908557417904,0.43801486839461534,0.7696160267111851,0.5277344620182669,0.19999999999999996,5205.04,0.8736258716318602,0.0512508086369432,0.4833333333333332,2,1,5,102,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.7105112004595061,0.512562814070352,0.1255040322580644,0.08360464648900678,0.15651999196303001,0.44908180300500833,0.09088883938516376,0.46666666666666656,5538.52,0.41510431396715297,0.39600968962361094,0.36666666666666664,3,1,5,118,True,False,False,True,False,False,False,False,False,False,True,False,True,False
0.22113727742676625,0.316582914572864,0.09979838709677424,0.7175127617669522,0.33212778782399044,0.1452420701168614,0.9184673646691914,0.8833333333333333,2555.17,0.4488395217287001,0.004256134124579258,0.08333333333333331,2,2,7,143,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0.5470993681792075,0.7236180904522613,0.5322580645161288,0.1110575183890028,0.2849105887080571,0.3005008347245408,0.4196925818667855,0.06666666666666665,2443.43,0.5971117841136316,0.015456031179838625,0.5166666666666666,1,3,6,94,False,False,True,False,False,True,False,False,True,False,False,False,False,False
0.42676622630672034,0.613065326633166,0.24243951612903214,0.41790264882029027,0.6628491058870806,0.08347245409015025,0.9545555803074182,0.8333333333333335,5953.33,0.390638887616622,0.4697945811811408,0.6333333333333333,2,3,8,140,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0.3543940264215969,0.06532663316582887,0.24294354838709675,0.6596326218899475,0.09945750452079571,0.5809682804674459,0.04343951882379149,0.8666666666666667,4571.18,0.9815411905407826,0.47820245264842365,0.1833333333333333,1,3,7,142,False,False,True,False,False,False,False,False,False,False,True,True,False,False
0.03245261344055139,0.1959798994974875,0.7973790322580645,0.8894248161099725,0.31243721117138834,0.308848080133556,0.4733793717977278,0.6833333333333331,2764.41,0.8627525934761214,0.04686889767012392,0.6499999999999999,2,1,6,131,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0.43452039058012637,0.39698492462311563,0.4430443548387095,0.9604485710840471,0.3359453486035765,0.1853088480801336,0.9253731343283584,0.8500000000000001,2330.45,0.07882889447405178,0.6022990825100085,0.8166666666666667,2,3,7,141,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0.07581849511774846,0.6582914572864325,0.30897177419354827,0.6048876562562805,0.4235483222824995,0.6894824707846412,0.04143461795500111,0.44999999999999996,3098.22,0.948596420876438,0.07414434695181438,0.6333333333333333,2,2,6,117,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0.9531878230901784,0.14070351758793986,0.612399193548387,0.784436673499739,0.030339561985131658,0.06510851419031727,0.382713299175763,0.6333333333333333,2613.75,0.9495164166742204,0.37153472782732555,0.7666666666666666,1,3,7,128,True,False,False,True,False,False,False,False,True,False,False,True,False,False
0.39546237794371053,0.6482412060301508,0.2515120967741935,0.11330841271755299,0.7343781394414307,0.4974958263772955,0.11695255067943866,0.46666666666666656,2858.28,0.28566668246768834,0.9167668241547617,0.4833333333333332,0,2,6,118,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0.44974152785755317,0.8994974874371859,0.44858870967741926,0.08754371156396967,0.6805304400241109,0.8447412353923205,0.34707061706393405,0.5666666666666664,3161.45,0.8519663143572674,0.7118088532476663,0.9333333333333331,1,1,5,124,False,True,False,False,False,True,False,False,False,False,True,True,False,False
0.2208500861573809,0.9849246231155777,0.7983870967741935,0.2371879898709756,0.4916616435603779,0.360601001669449,0.8044107819113389,0.6499999999999999,5536.99,0.3094020856067321,1.0000000000000004,0.7166666666666666,3,3,7,129,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0.06950028719126944,0.9698492462311559,0.6476814516129032,0.4514650910406368,0.6787221217600966,0.343906510851419,0.4326130541323234,0.1166666666666667,4072.41,0.16463692935758278,0.3221125903019648,0.7166666666666666,2,1,5,97,False,False,True,False,False,False,True,False,False,True,False,False,True,False
0.8457782883400345,0.24623115577889454,0.6401209677419353,0.5528357249085576,0.12115732368896925,0.3021702838063439,0.6413455112497217,0.1499999999999999,2684.8,0.7211181614272936,0.6049884637800749,0.8499999999999999,0,3,6,99,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0.041068351522113744,0.6381909547738696,0.5816532258064515,0.6536034406527595,0.7659232469359051,0.41569282136894836,0.8899532189797283,0.6833333333333331,5826.6,0.24493071465565042,0.8074835719020945,0.4000000000000001,3,3,7,131,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0.15422171165996557,0.4120603015075379,0.4682459677419353,0.3411712689416778,0.1396423548322283,0.8614357262103505,0.9893071953664514,0.1333333333333333,5042.66,0.5619920385271613,0.31856274922541106,0.4666666666666666,2,2,5,98,False,True,False,False,True,False,False,False,False,False,True,True,False,False
0.13699023549684092,0.045226130653266416,0.9531249999999996,0.8676795691145145,0.41551135222021285,0.9632721202003338,0.9349521051459124,0.19999999999999996,5052.49,0.9967051667098527,0.4664699066888045,0.8833333333333331,3,3,6,102,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.9454336588167721,0.5025125628140703,0.9742943548387095,0.21552313195868006,0.34980912196102076,0.048414023372287174,0.8834929828469593,0.5,3142.99,0.8477728246557433,0.4305320280314122,0.8833333333333331,2,3,7,120,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0.04078116025272832,0.045226130653266416,0.566532258064516,0.36359982314401706,0.2853124372111714,0.38564273789649417,0.27934952105145916,0.6499999999999999,2475.24,0.39409202472262006,0.7950139896694757,0.3333333333333333,2,3,7,129,False,True,False,False,False,False,True,True,False,False,False,False,False,True
0.6010913268236646,0.39698492462311563,0.04082661290322587,0.03842598175167811,0.7122764717701427,0.8030050083472455,0.6065938961906884,0.33333333333333326,5725.47,0.1624799297665943,0.9910080573286044,0.7333333333333332,2,3,6,110,False,False,True,False,False,True,False,False,True,False,False,False,False,True
